Id,Probability
c864d6466ebf808bc293173c9a5df709_Zone17, 0
b7076e8fa7af8ce574ccdb59f1c1c7b2_Zone5, 0
9d340a2292b91b6d365091dcec525c53_Zone17, 0
bbf660665e2c8e34b80322150484ab4a_Zone5, 0
249092cc1775fabcb79ba439ba974759_Zone17, 0
123d65c19a4d7f395b3719d47d5666b5_Zone5, 0
a9279d73c52859e47cc73c73f4ebdec1_Zone17, 0
80f5b34aa8c962cc30138bc9c70343b5_Zone5, 0
2b81524a1a36b6b91baf7c84dc16b29b_Zone17, 0
366b47c7a8ccab2cd0e5834dde998765_Zone17, 0
ea3290d7769b069f78656ea2217067b3_Zone17, 0
9d340a2292b91b6d365091dcec525c53_Zone5, 0
89a7c3afee3ab7851f28cd66ed4bba53_Zone5, 0
be0008e3e3ce57188aa0509d5a557ced_Zone5, 0
58d8d053c3b4585d4462f5ecb1452cdb_Zone17, 0
47101ab882f74b44d325c4309f5a45da_Zone5, 0
0a83698bce92a6824dcc37c1d7fc31f5_Zone5, 0
b805325a87f8132b90efccfe3a024023_Zone17, 0
d9a7e03c0bc6d9eaf711152972cf99ae_Zone17, 0
b26e79a465ebac796ceb022cb998c236_Zone5, 0
27069e6977eb7e0ccd913af254932e39_Zone17, 0
1b861c23fc370c326ec8342733ef5d84_Zone17, 0
5ac9b630644efda24a7888b4905e422c_Zone17, 0
76187ea862405caf22ce4626a0865d7e_Zone5, 0
1b861c23fc370c326ec8342733ef5d84_Zone5, 0
334cfc11aceab7e8bbd1d711f70c514d_Zone5, 0
8cad214bfc98e58fb873130aa71c8503_Zone5, 0
cf0a5e997ce34fbd415f12ca95dcfcc5_Zone5, 0
be0008e3e3ce57188aa0509d5a557ced_Zone17, 0
d9a7e03c0bc6d9eaf711152972cf99ae_Zone5, 0
5a6122a9c7b29434c985dac7f6f2a5d6_Zone17, 1
ad4a88206e1e7843b954997fa019cbe1_Zone5, 0
0fd54393dce1f55b5a4d7e30b8642158_Zone5, 0
50c146d2bef02ff453f63104968bd456_Zone5, 0
4fe8088fd2a96d3d36e45600c75964a8_Zone17, 0
c864d6466ebf808bc293173c9a5df709_Zone5, 0
5ac9b630644efda24a7888b4905e422c_Zone5, 0
b44e79c5283d5b7aa587ac26c8f3803a_Zone5, 1
cf0a5e997ce34fbd415f12ca95dcfcc5_Zone17, 0
bad6cac85809cbc9bc7c3d8dfd063841_Zone5, 0
0b2996d90c7250a3acb63cab6ae5bebe_Zone5, 1
92447e0dccf16de23066830b85ef1445_Zone17, 0
b7076e8fa7af8ce574ccdb59f1c1c7b2_Zone17, 1
