Id,Probability
c2f2f4f3a7bec99b9e813e49267075fc_Zone16, 0.0
533559a9a2290e1187fa8d1eabc83716_Zone15, 0.0
b5e2b4d406ef4dc91f22c66ef1a1a808_Zone15, 0.0
ccc561baf3f9a2f972bd87bd24df7bd9_Zone16, 0.0
96864b42b67c54abc18254ab4c368ff8_Zone15, 0.0
8f59addf82898994db32c5a200c6399b_Zone15, 0.0
b6498c8fa81fe50b7978879b331c4e0e_Zone16, 0.0
16ab26ced10c835c82a3be20d04ebe5b_Zone15, 1.0
4612ae760b1f4537e5dd4854e1eb8ee4_Zone16, 0.0
8d30da9407e9aba708c91ad2b4e5eef4_Zone16, 0.0
ee3f9e5d7714228160fa779fd509321c_Zone15, 0.0
4b54431e4502d3633087ac4e96addb8b_Zone16, 1.0
9957ecb210bfd1291cd2494466751200_Zone16, 0.0
8dcfa302664762733bb1630276bd7ac8_Zone16, 0.0
7fe0ae1706f02d7e0b55265316dfce93_Zone15, 0.0
093bce34a908c291cda5335bf45506d6_Zone16, 0.0
0f2a833d9be41b942947e6dda50589a5_Zone15, 1.0
703260883780fac9e79850c827189a4f_Zone15, 0.0
823813acc1b70e886cc7a93f8bc5b5ae_Zone16, 0.0
9887223f08a50217e712252ee27b5514_Zone15, 0.0
5d3d476789f75f74dac04ff47e13d657_Zone15, 0.0
0feceda51169e8ec7fb0e78b67b1b02c_Zone16, 0.0
85659727acec5af894dd4827b50fe3f0_Zone15, 0.0
cf67b71e22d9e2add9fff522d40c870f_Zone16, 0.0
e839e6f9ba181e896c4352c151075977_Zone16, 0.0
acbb352ca8b4483bde57dcde3a124528_Zone16, 0.0
2cef84dcf329ac97bb895d490e48df8d_Zone16, 0.0
5f55073162178508e00c05da869524b8_Zone16, 0.0
71d6783154e8d280914c6a84c7bdf174_Zone16, 1.0
936908f740293ee30d78a031d824a703_Zone15, 0.0
e01cac54fef8bd7c0b243e89b42fcc87_Zone16, 0.0
1b99c39c376751d2f9f6ce5a85e7adbc_Zone15, 0.0
15a9a53b7e4a41b89bf8f178c944f801_Zone15, 0.0
457c460d7a2223d141c4409d43553095_Zone15, 0.0
39706fae7efae814c880709a124ea1db_Zone15, 0.0
06551734729e2d27ab52f4cc0bfea3fa_Zone15, 0.0
a01c08274089dcd3d3de7cdfbcd4a467_Zone16, 0.0
39d7510c7067583b09730d5fbdc5846f_Zone15, 0.0
1088725d6fe883eb957719ea1797ccd0_Zone16, 0.0
b8d60fd25b4dc43dfec81beacbd6d70b_Zone16, 0.0
c72868dc3d42538c2aeda390ac4475f0_Zone16, 0.0
410ea3f43044128307eeedc75781a739_Zone16, 0.0
745be4489b00c0763e5746e3881ad577_Zone16, 0.0
4b9c34c1dc2ee6f44aa68b500a97ccaf_Zone16, 0.0
11d0f79a3a6c2fbc11caae73937e7c6d_Zone15, 0.0
e2975f06fb492ce8b08e30e336f015bc_Zone15, 0.0
8c43c671f6fa69fa214c21078fa4c490_Zone16, 0.0
c7ef2fe98640ab577d07322b144c6f46_Zone15, 0.0
4a69e3e6cc26304c193d246251771eaa_Zone16, 0.0
90d8d0a925aeabc4b355845252386a05_Zone16, 0.0
2e000d95a70480808ec11831a4e3b257_Zone16, 0.0
ecee762af0bacc27ee66e7653ac651ec_Zone16, 0.0
934f757a86248eb94784c02ac1aa21da_Zone15, 0.0
5a373a7f638a07b4ebad6b4a370379c9_Zone16, 0.0
68599fda01de2f2c61210becbc66d460_Zone15, 0.0
876d49ff9fea7f4860fa5df816499c20_Zone15, 0.0
8eb42da93b0fd0a3d7aa8ff13e080ab1_Zone15, 0.0
10568bc23b50c26df38c557992b6ae14_Zone15, 0.0
a37246617577f0dfa6cf39cbb3fc5342_Zone16, 0.0
cc77f40604d56999763dc7b62bf2ef59_Zone16, 0.0
4a4e07cc3dfc6a75a1b2aa27599392ec_Zone16, 0.0
3ebe37551244289e4e9cad8bec93baf3_Zone15, 0.0
e7bec3fe91fdc8fd31026356f8663ccf_Zone15, 0.0
55027952b7ab11af156ecea9c74ff62e_Zone15, 0.0
dbff73fc39c828f9a15d0df73847a7b0_Zone16, 0.0
17fbd6aa9befe47394edd7b233a0eeaa_Zone16, 0.0
dfc52df0ab0ec6978dcd6919f5f093ab_Zone16, 0.1
82b45f36ecc8bd16de4f09fe9fb04406_Zone15, 0.0
e93cf3b1066403dd38e1b26f6ace6541_Zone16, 0.0
34c3dd87774abcfb06322ba382580e05_Zone15, 0.0
8a1c72ea2ee46de567f716d832f32747_Zone15, 0.0
e52371ad785ac29bfe35d937d8272027_Zone16, 0.0
8933e2134d285dce1002c957fd6a2df2_Zone16, 1.0
c73303b96f43368267d8e8f1b49ca545_Zone15, 0.0
dfc35aa2d2d4bc38b36ba1028c48bbb0_Zone15, 0.0
e5c997730cc0c7e6b600f19e4bc1d049_Zone15, 0.0
44079c8619e48c4829531f18090476e9_Zone15, 0.0
0a9851136fd0ec726517bd102aaabbe9_Zone15, 0.0
b7bc389911496ad9a6fed65cc5f53e13_Zone16, 1.0
308291342fdf5c3eaec70a8d14b47cb3_Zone15, 0.0
a73ad9a6d1311411b02be7e09592eaae_Zone15, 0.0
fcaa6b37ac8c39fca7c2f19870dad57c_Zone16, 0.0
d0807fa5d7217452c0c8e9e11cec44c1_Zone16, 0.0
df83bf9fe2d3823ceb8a5471fc1d8507_Zone15, 0.0
5408003c7af008d4c4215d5bac21b559_Zone16, 0.0
a5c9236bd6c60260e2cdae1aa3e60665_Zone15, 0.0
cd2ad58432e09fa2f4d4befada228b55_Zone15, 0.0
97691c333a850f5b7641df31c188bd50_Zone15, 0.0
16731261dc0d4cebf3579d672da24ef7_Zone15, 0.0
0d07f2cd67fd47db46e97dd8bda61326_Zone16, 0.0
183cc1d4ead2a3dfbd756973b9ee332b_Zone16, 0.0
b96cd1300e41272c36a481976ed75eb0_Zone15, 0.8
1b38a6905261d15efedc3b3bcdf83f6d_Zone16, 0.0
64a13ff8115c3a66b1a4cf1555b74614_Zone16, 1.0
e7ea3fd43f3c69d49d6e11d8d2835c82_Zone15, 0.0
658020ff4a347d0be3b67a9a85898335_Zone15, 0.0
ed9c17a7c4ea257814f7622265e62c57_Zone16, 0.0
07f3e7c81b8ab486486259e9e0bed9c9_Zone16, 0.0
d5aa131702cecbcbaf1e1ff705c2999f_Zone15, 0.0
58cd226ddc450986cbb15e0ec8bac94b_Zone16, 0.0
b662128ee9328db80b90fd00aea92809_Zone16, 0.0
156c0160677c817e0a4f2512a7e0f3c8_Zone15, 0.0
